NLCSSymbool,id_nummer,oudeNLCSSymboolName,nieuweNLCSSymboolName
http://digitalbuildingdata.tech/nlcs/def/983ae987-6775-4b37-8bac-6def4f70d314,630,SIE-WEG_AFVALBAK_01-SO,SIE-MEUBILAIR_AFVALBAK_01-SO
http://digitalbuildingdata.tech/nlcs/def/caadfdeb-df09-4b42-9f17-9079cbaf1cf5,3180,B-SVH-INRITELEMENT_180 200_160X500X500_RECHTS,B-SVH-KANTOPSLUITING_INRITBAND_180 200_500X160X500_RECHTS
http://digitalbuildingdata.tech/nlcs/def/674dd3e5-c28e-4a6d-b9d4-9de9be40e08a,3279,V-SVH-INRITELEMENT_180 200_160X500X1000_LINKS,V-SVH-KANTOPSLUITING_INRITBAND_180 200_500X160X1000_LINKS
http://digitalbuildingdata.tech/nlcs/def/01c2c999-a617-4116-9768-80eddae83785,1433,V-SVH-COBBLESTONE-SO,V-SVH-KASSEIEN-SO
http://digitalbuildingdata.tech/nlcs/def/5399820e-f01a-4a50-b957-f90ead2ad1b3,5,SAL-TEKENBLAD_A0_841X1680-SO,SAL-TEKENBLAD_A0_841X1680-SOMM
http://digitalbuildingdata.tech/nlcs/def/55065a3e-f7af-4b39-b1b3-4dfb8e816fb8,3222,SVH-INRITELEMENT_180 200_200X650X500_RECHTS,SVH-KANTOPSLUITING_INRITBAND_180 200_800X180X500_RECHTS
http://digitalbuildingdata.tech/nlcs/def/b5499fe5-35d3-4c8e-ac35-ded2aa88b0e7,12,SAL-TEKENBLAD_A1_594X1260-SO,SAL-TEKENBLAD_A1_594X1260-SOMM
http://digitalbuildingdata.tech/nlcs/def/8b6badca-5cbc-4e61-a7ba-d407eb167a8b,31,SAL-TEKENBLAD_A3_297X1260-SO,SAL-TEKENBLAD_A3_297X1260-SOMM
http://digitalbuildingdata.tech/nlcs/def/38cbbd78-a3b6-4029-9f42-35aaf3aac7c9,3176,B-SVH-INRITELEMENT_180 200_160X500X1000_MIDDEN,B-SVH-KANTOPSLUITING_INRITBAND_180 200_500X160X1000_MIDDEN
http://digitalbuildingdata.tech/nlcs/def/fa10afc1-6c1e-4e22-a70d-e18fdad90715,3218,SVH-INRITELEMENT_180 200_180X800X500_MIDDEN,SVH-KANTOPSLUITING_INRITBAND_180 200_650X200X500_MIDDEN
http://digitalbuildingdata.tech/nlcs/def/ea8cdb7c-1c2e-483d-96a8-b5b1c89663fa,4108,SIE-MEUBILAIR_BORD_STRAATNAAM-SO,SIE-MEUBILAIR_BORD_STRAATNAAMBORD-SO
http://digitalbuildingdata.tech/nlcs/def/75e198d5-fec1-441e-825b-7dcc3114164a,4109,SIE-MEUBILAIR_BORD_VERKEER-SO,SIE-MEUBILAIR_BORD_VERKEERSBORD-SO
http://digitalbuildingdata.tech/nlcs/def/096f0bb9-73bf-4e7d-9b5b-1449d42181f4,4104,SIE-MEUBILAIR_BORD_PLAATSNAAM-SO,SIE-MEUBILAIR_BORD_PLAATSNAAMBORD-SO
