"omschrijving,status,underscore,discipline,underscore2,hoofdgroep,underscore3,object,underscore4,subobject01,underscore5,subobject02,underscore6,subobject03,underscore7,subobject04,underscore8,subobject05,streepje,bewerking,streepje2,schaal,aobject,sobject,laagnaam,lw_b,kl_b,kl_b_a,kl_b_gd,kl_b_gn,kl_b_v,lt_b,lw_n,kl_n,kl_n_a,kl_n_gd,kl_n_gn,kl_n_v,lt_n,lw_v,kl_v,kl_v_a,kl_v_gd,kl_v_gn,kl_v_v,lt_v,lw_t,kl_t,kl_t_a,kl_t_gd,kl_t_gn,kl_t_v,lt_t,vrkl_kort,vrkl_lang,id_nummer,kind_van,objectURI,kind_vanURI"
"SEIN_HSW,,_,,_,IS,_,SEIN,_,HSW,_,,_,,_,,_,,-,,-,,,SIS-SEIN_WISSELSTANDSAANWIJZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/e3f3fa40-cc24-472b-a383-c68bc30b9b03,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/c542b668-cfb0-46d1-aae3-f1855b5861d9"
"SEIN_OMROEP INTERCOM,,_,,_,IS,_,SEIN,_,OMROEP INTERCOM,_,,_,,_,,_,,-,,-,,,SIS-INTERCOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/a044e06f-29af-4796-aaf5-a8ca4109df46,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/c542b668-cfb0-46d1-aae3-f1855b5861d9"
"SEIN_BORD,,_,,_,IS,_,SEIN,_,BORD,_,,_,,_,,_,,-,,-,,,SIS-BORD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/7bee1a87-691d-4562-acc5-616f79a1a21e,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/c542b668-cfb0-46d1-aae3-f1855b5861d9"
"SPOORVERBINDER_EIND,,_,,_,IS,_,SPOORVERBINDER,_,EIND,_,,_,,_,,_,,-,,-,,,SIS-VERBINDER_EINDVERBINDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/8c4a0f00-2095-40c6-8ff9-c846170b23e6,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/79c616c5-86a6-4fb9-ad52-8c096509e646"
"SPOORVERBINDER_KORTSLUITER,,_,,_,IS,_,SPOORVERBINDER,_,KORTSLUITER,_,,_,,_,,_,,-,,-,,,SIS-VERBINDER_KORTSLUITER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/888230a2-551d-47da-9530-30c87cea0871,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/79c616c5-86a6-4fb9-ad52-8c096509e646"
"SPOORVERBINDER_S,,_,,_,IS,_,SPOORVERBINDER,_,S,_,,_,,_,,_,,-,,-,,,SIS-VERBINDER_S VERBINDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/6e185a05-caa7-4ca1-b4da-fd72b6367dc4,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/79c616c5-86a6-4fb9-ad52-8c096509e646"
"PUT_EK358,,_,,_,IS,_,PUT,_,EK358,_,,_,,_,,_,,-,,-,,,SIS-PUT_SCHOUW_EK358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/e1f18487-cde9-48e2-89ff-00d93a6d3f95,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/a956bf4f-98c6-4f74-b1ed-08330fe1b234"
"PUT_PK315,,_,,_,IS,_,PUT,_,PK315,_,,_,,_,,_,,-,,-,,,SIS-PUT_PK315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/5280e95a-b46c-4994-ab5a-317e9617ff09,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/a956bf4f-98c6-4f74-b1ed-08330fe1b234"
"PUT_EK288,,_,,_,IS,_,PUT,_,EK288,_,,_,,_,,_,,-,,-,,,SIS-PUT_SCHOUW_EK288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/3af48a58-d52b-4d8c-aa51-81da6a0a1816,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/a956bf4f-98c6-4f74-b1ed-08330fe1b234"
"KAST_KABELVERDELER,,_,,_,IS,_,KAST,_,KABELVERDELER,_,,_,,_,,_,,-,,-,,,SIS-INSTALLATIEKAST_KABEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/070c5d8f-2165-4e14-aaf0-548eec7b4c6b,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/985807e9-a8bf-4317-9630-186c50c14c07"
"KAST_VOEDING,,_,,_,IS,_,KAST,_,VOEDING,_,,_,,_,,_,,-,,-,,,SIS-INSTALLATIEKAST_VOEDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/acce5c09-8c2a-4da8-8f3b-62f873ae9a85,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/985807e9-a8bf-4317-9630-186c50c14c07"
"KAST_MINUS,,_,,_,IS,_,KAST,_,MINUS,_,,_,,_,,_,,-,,-,,,SIS-INSTALLATIEKAST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/e62b1741-ae2b-4586-a375-4249cf7418b9,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/985807e9-a8bf-4317-9630-186c50c14c07"
"KAST_BAKEN,,_,,_,IS,_,KAST,_,BAKEN,_,,_,,_,,_,,-,,-,,,SIS-INSTALLATIEKAST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/6532e38b-37e3-4cd0-bf3e-86b8191f3d27,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/985807e9-a8bf-4317-9630-186c50c14c07"
"KAST_SEIN,,_,,_,IS,_,KAST,_,SEIN,_,,_,,_,,_,,-,,-,,,SIS-INSTALLATIEKAST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/2ac17694-4740-4fcf-af9d-3725249b8d45,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/985807e9-a8bf-4317-9630-186c50c14c07"
"KAST_SYSTEEM,,_,,_,IS,_,KAST,_,SYSTEEM,_,,_,,_,,_,,-,,-,,,SIS-INSTALLATIEKAST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/8fed274e-16ae-43ac-9e1c-24f544244e5d,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/985807e9-a8bf-4317-9630-186c50c14c07"
"KAST_TWI,,_,,_,IS,_,KAST,_,TWI,_,,_,,_,,_,,-,,-,,,SIS-INSTALLATIEKAST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/aa8ff347-37a3-4ba9-a1e1-a15763f56968,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/985807e9-a8bf-4317-9630-186c50c14c07"
"KAST_WISSELVERWARMING,,_,,_,IS,_,KAST,_,WISSELVERWARMING,_,,_,,_,,_,,-,,-,,,SIS-INSTALLATIEKAST_WISSELVERWARMING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/6d3d433f-e0c1-46e8-b588-131affe5c632,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/985807e9-a8bf-4317-9630-186c50c14c07"
"KAST_VECOM,,_,,_,IS,_,KAST,_,VECOM,_,,_,,_,,_,,-,,-,,,SIS-INSTALLATIEKAST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/9919e2b9-a232-436c-91b6-700694a9538b,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/985807e9-a8bf-4317-9630-186c50c14c07"
"KAST_DRIS,,_,,_,IS,_,KAST,_,DRIS,_,,_,,_,,_,,-,,-,,,SIS-INSTALLATIEKAST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/86d3eeaf-b700-4c9b-9d2d-a22520f5e852,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/985807e9-a8bf-4317-9630-186c50c14c07"
"KAST_WISSELAANSTURING,,_,,_,IS,_,KAST,_,WISSELAANSTURING,_,,_,,_,,_,,-,,-,,,SIS-INSTALLATIEKAST_WISSEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/6fae0685-6967-47d1-a38d-16b978628788,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/985807e9-a8bf-4317-9630-186c50c14c07"
"COMPONENT_LUS_PREFAB_OPENBAAN,,_,,_,IS,_,COMPONENT,_,LUS,_,PREFAB,_,OPENBAAN,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/6dcde4e2-bac2-47a6-9f68-e8d99986d338,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/007c515a-107c-40ba-954e-5a8071dc5939"
"COMPONENT_LUS_HFK_KLOTZ,,_,,_,IS,_,COMPONENT,_,LUS,_,HFK,_,KLOTZ,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/a522ff4d-a3d0-4c62-a16d-ad33128d83e0,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/e79e1000-b9e7-42c4-b1c6-1c8bb1db7de3"
"SPOORVERBINDER_KORTSLUITER_HSK,,_,,_,IS,_,SPOORVERBINDER,_,KORTSLUITER,_,HSK,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/7cd81411-d415-464d-a146-bdae848bb06c,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/79c616c5-86a6-4fb9-ad52-8c096509e646"
"PUT_EK358_SCHOUWPUT,,_,,_,IS,_,PUT,_,EK358,_,SCHOUWPUT,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/1af6b574-5dc2-440b-b0c3-45714197a5fa,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/a956bf4f-98c6-4f74-b1ed-08330fe1b234"
"PUT_PK315_WEGDEK,,_,,_,IS,_,PUT,_,PK315,_,WEGDEK,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/ff7cf704-afd6-460d-9cb3-b8ce2d76fa50,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/a956bf4f-98c6-4f74-b1ed-08330fe1b234"
"PUT_EK358_BALLAST,,_,,_,IS,_,PUT,_,EK358,_,BALLAST,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/9893a0bc-200e-4058-bd97-bf4ead7040be,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/a956bf4f-98c6-4f74-b1ed-08330fe1b234"
"PUT_PK315_BALLAST,,_,,_,IS,_,PUT,_,PK315,_,BALLAST,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/6429a317-e28b-4e8b-a98d-039ffcc5494b,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/a956bf4f-98c6-4f74-b1ed-08330fe1b234"
"PUT_EK358_WEGDEK,,_,,_,IS,_,PUT,_,EK358,_,WEGDEK,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/ce26b437-33d3-4b80-9aa2-cb21286573cf,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/a956bf4f-98c6-4f74-b1ed-08330fe1b234"
"COMPONENT_LUS_SLIJP,,_,,_,IS,_,COMPONENT,_,LUS,_,SLIJP,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/e5a99c83-7356-4bdf-8baf-d8ba816b911a,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/007c515a-107c-40ba-954e-5a8071dc5939"
"COMPONENT_LUS_PREFAB,,_,,_,IS,_,COMPONENT,_,LUS,_,PREFAB,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/23ff141c-bc9c-41af-89d5-8500f6a4776e,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/007c515a-107c-40ba-954e-5a8071dc5939"
"COMPONENT_LUS_SAMENGESTELD,,_,,_,IS,_,COMPONENT,_,LUS,_,SAMENGESTELD,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/4de58af1-5451-4251-9545-e8eccd565b8d,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/007c515a-107c-40ba-954e-5a8071dc5939"
"COMPONENT_SPOORSTROOMLOOPKAST_ZENDER ONTVANGER,,_,,_,IS,_,COMPONENT,_,SPOORSTROOMLOOPKAST,_,ZENDER ONTVANGER,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/0a542328-5f2b-4df5-9890-8cacc6d2c053,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/2de51a38-4078-4402-a6bd-72dae2c649f1"
"COMPONENT_SPOORSTROOMLOOPKAST_ZENDER,,_,,_,IS,_,COMPONENT,_,SPOORSTROOMLOOPKAST,_,ZENDER,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/8421c99f-e396-4c97-8f4a-5802a0e1ef8e,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/2de51a38-4078-4402-a6bd-72dae2c649f1"
"COMPONENT_SPOORSTROOMLOOPKAST_ZENDER ZENDER,,_,,_,IS,_,COMPONENT,_,SPOORSTROOMLOOPKAST,_,ZENDER ZENDER,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/5c37d434-9079-47e1-b2e5-dee20b3bbc85,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/2de51a38-4078-4402-a6bd-72dae2c649f1"
"COMPONENT_SPOORSTROOMLOOPKAST_ONTVANGER,,_,,_,IS,_,COMPONENT,_,SPOORSTROOMLOOPKAST,_,ONTVANGER,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/be46858d-2a92-4212-afe1-653acc50b658,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/2de51a38-4078-4402-a6bd-72dae2c649f1"
"COMPONENT_SPOORSTROOMLOOPKAST_ONTVANGER ONTVANGER,,_,,_,IS,_,COMPONENT,_,SPOORSTROOMLOOPKAST,_,ONTVANGER ONTVANGER,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/3b70c906-eab1-4588-8d50-ce6b1247d1d4,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/2de51a38-4078-4402-a6bd-72dae2c649f1"
"SEIN_WSA_W11 W12 W13,,_,,_,IS,_,SEIN,_,WSA,_,W11 W12 W13,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/9417e53b-ad87-4e7e-9a7b-6701c67f16c4,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/6b6002ba-9349-4e8a-b03d-b746c4928cdc"
"SEIN_WSA_W11 W12,,_,,_,IS,_,SEIN,_,WSA,_,W11 W12,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/eb9d4f6f-6b28-48b4-ad38-c187370fb193,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/6b6002ba-9349-4e8a-b03d-b746c4928cdc"
"SEIN_WSA_W11 W13,,_,,_,IS,_,SEIN,_,WSA,_,W11 W13,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/1befcc04-14a0-4aa7-bce0-b00df3291f24,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/6b6002ba-9349-4e8a-b03d-b746c4928cdc"
"SEIN_WSA_LED,,_,,_,IS,_,SEIN,_,WSA,_,LED,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/68ca0b14-0faa-4191-ab0e-31b060dbd90b,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/6b6002ba-9349-4e8a-b03d-b746c4928cdc"
"SEIN_WSA_W12 W13,,_,,_,IS,_,SEIN,_,WSA,_,W12 W13,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/95b923a8-9493-479d-9511-f77f4aa58c32,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/6b6002ba-9349-4e8a-b03d-b746c4928cdc"
"KAST_VOEDING_230V,,_,,_,IS,_,KAST,_,VOEDING,_,230V,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/a619ed8a-05fc-45cd-87d3-e7909651c6d5,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/acce5c09-8c2a-4da8-8f3b-62f873ae9a85"
"COMPONENT,,_,,_,IS,_,COMPONENT,_,,_,,_,,_,,_,,-,,-,,,SIS-COMPONENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/c4058bd9-fff6-471b-8aaf-d5c1eeece650,"
"PUT,,_,,_,IS,_,PUT,_,,_,,_,,_,,_,,-,,-,,,SIS-PUT_ONTSTOPPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/a956bf4f-98c6-4f74-b1ed-08330fe1b234,"
"KAST,,_,,_,IS,_,KAST,_,,_,,_,,_,,_,,-,,-,,,SIS-INSTALLATIEKAST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/985807e9-a8bf-4317-9630-186c50c14c07,"
"MAST,,_,,_,IS,_,MAST,_,,_,,_,,_,,_,,-,,-,,,SIS-MAST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/0c424320-0493-4f9a-af78-7f8d0b16efe5,"
"PUNTTONG,,_,,_,IS,_,PUNTTONG,_,,_,,_,,_,,_,,-,,-,,,SIS-PUNTTONG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/1112da7b-4695-4a40-a041-b495483cf39b,"
"COMPONENT_BEVEILIGINGSUNIT,,_,,_,IS,_,COMPONENT,_,BEVEILIGINGSUNIT,_,,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/de753edc-e8c7-45aa-873c-4ccf0c771547,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/c4058bd9-fff6-471b-8aaf-d5c1eeece650"
"COMPONENT_LUS,,_,,_,IS,_,COMPONENT,_,LUS,_,,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/007c515a-107c-40ba-954e-5a8071dc5939,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/c4058bd9-fff6-471b-8aaf-d5c1eeece650"
"COMPONENT_ARI MAGNEET,,_,,_,IS,_,COMPONENT,_,ARI MAGNEET,_,,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/80d51193-b0ee-44a7-9e76-d6f90313d82a,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/c4058bd9-fff6-471b-8aaf-d5c1eeece650"
"COMPONENT_KORTSLUITVERBINDING,,_,,_,IS,_,COMPONENT,_,KORTSLUITVERBINDING,_,,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/f45c8470-04b6-46bc-b0b0-37f9761bdeac,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/c4058bd9-fff6-471b-8aaf-d5c1eeece650"
"COMPONENT_LOOPTRANSCIEVERBUFFER,,_,,_,IS,_,COMPONENT,_,LOOPTRANSCIEVERBUFFER,_,,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/6eb4132c-bae5-4ac6-866e-e13f0c12682d,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/c4058bd9-fff6-471b-8aaf-d5c1eeece650"
"SEIN_PERMISSIEF,,_,,_,IS,_,SEIN,_,PERMISSIEF,_,,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/9bec75e8-2164-4a0e-a157-25099e1b3e62,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/c542b668-cfb0-46d1-aae3-f1855b5861d9"
"SEIN_OPRIJD,,_,,_,IS,_,SEIN,_,OPRIJD,_,,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/9515cadb-223d-4aee-a2de-3700228374cb,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/c542b668-cfb0-46d1-aae3-f1855b5861d9"
"SEIN_MATRIX,,_,,_,IS,_,SEIN,_,MATRIX,_,,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/ce8b063e-541f-49e1-84b4-4119a850c3ac,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/c542b668-cfb0-46d1-aae3-f1855b5861d9"
"SEIN_F0 F1,,_,,_,IS,_,SEIN,_,F0 F1,_,,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/bb70bc3a-b700-4723-9382-3534c35d47b2,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/c542b668-cfb0-46d1-aae3-f1855b5861d9"
"SEIN_ABSOLUUT,,_,,_,IS,_,SEIN,_,ABSOLUUT,_,,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/35302903-6978-454c-998f-b6e4d5553dc6,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/c542b668-cfb0-46d1-aae3-f1855b5861d9"
"SEIN_TWI,,_,,_,IS,_,SEIN,_,TWI,_,,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/c2785292-07a3-4153-a956-e2e109a595ef,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/c542b668-cfb0-46d1-aae3-f1855b5861d9"
"SEIN_H EN K ROOD WIT,,_,,_,IS,_,SEIN,_,H EN K ROOD WIT,_,,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/f5e8295e-6079-4197-b0a1-f6cca1337697,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/c542b668-cfb0-46d1-aae3-f1855b5861d9"
"SEIN_CALAMITEIT,,_,,_,IS,_,SEIN,_,CALAMITEIT,_,,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/6072f2e1-0243-45a7-bf40-1f59d7c8c62a,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/c542b668-cfb0-46d1-aae3-f1855b5861d9"
"SEIN_PERRON,,_,,_,IS,_,SEIN,_,PERRON,_,,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/76b5bb8d-82b5-4d4c-b20a-84bd5fb14bad,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/c542b668-cfb0-46d1-aae3-f1855b5861d9"
"SPOORVERBINDER_MINUSBEEN,,_,,_,IS,_,SPOORVERBINDER,_,MINUSBEEN,_,,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/95cc9a72-390a-4a0d-972c-5029c0b4009f,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/79c616c5-86a6-4fb9-ad52-8c096509e646"
"SPOORVERBINDER_SIGNAALBEEN,,_,,_,IS,_,SPOORVERBINDER,_,SIGNAALBEEN,_,,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/5fbcde84-1877-44a6-98a8-e53be0879e19,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/79c616c5-86a6-4fb9-ad52-8c096509e646"
