"Issue";"Milestone";"Labels";"Release Note";"No Change";"Laatste Comment"
"#548";"Inhoudelijke issues Release 5.1";"VRI | VW Verkeersmaatregelen Weg";"";"";"[[release notes]] In de voor openbare consultatie aangeboden publicatie van  NLCS 5.1 waren niet alle door de VRI-werkgroep aangeboden symbolen beschikbaar. Deze bestanden zijn toegevoegd aan de GitHub. Ook zijn enkele namen van symbolen in de NLCS-database gewijzigd om overeen te komen met de symboolbestanden op de GitHub."
"#575";"Inhoudelijke issues Release 5.1";"KG - Kadastrale informatie en grenzen";"";"";"conform issue 418 staan in zz de ""algemene projectmatige grenzen"" die alleen tijdens het project gebruikt worden

![Image](https://github.com/user-attachments/assets/bfd42de3-aeb6-490a-86e4-b953aa2c1d09)

en in KG de ""aanwijsbare grenzen""

![Image](https://github.com/user-attachments/assets/0ea377a9-1778-4218-9417-999d8600f6cb)"
"#579";"Inhoudelijke issues Release 5.1";"GC Grondkerende constructies";"";"";""
"#580";"Inhoudelijke issues Release 5.1";"publicatie";"";"";"Ik kan nu wel query 'en dus voor nu is dit probleem opgelost"
"#582";"Inhoudelijke issues Release 5.1";"GW-grondwerk";"";"";"afgehandeld"
"#583";"Inhoudelijke issues Release 5.1";"KL kabels en leidingen";"";"";"EC 2025-06-12 
TRACE - gebruikelijk bij datacommunicatie en nu dus bij stadswarmte. 
Houden bij kabels en leidingen, maar indelen per kl-discipline. dus onder data dan tracé enzovoorts

MANTELBUIS - een lege is generiek, bij  elke discipline staat een mantelbuis. 

BRONLEIDING_MANTELBUIS_PE90 als losstaande leiding lijkt een vergissing en wordt niet overgenomen."
"#584";"Inhoudelijke issues Release 5.1";"GR-Groen-inclusief-bomen | publicatie";"";"";"ik heb al deze issues voor nu handmatig opgelost. Overerving blijft als issue staan voor de beheeromgeving"
"#585";"Inhoudelijke issues Release 5.1";"GR-Groen-inclusief-bomen";"";"";""
"#587";"Inhoudelijke issues Release 5.1";"VH - verhardingen";"";"";""
"#588";"Inhoudelijke issues Release 5.1";"VH - verhardingen";"";"";"ik heb deze laten vervallen in database"
"#589";"Inhoudelijke issues Release 5.1";"VH - verhardingen";"";"";"de harde returns zijn er nu uit"
"#590";"Inhoudelijke issues Release 5.1";"Symbolen";"";"";""
"#591";"Inhoudelijke issues Release 5.1";"MO milieu en onderzoek";"";"";""
"#592";"Inhoudelijke issues Release 5.1";"KL kabels en leidingen";"";"";"deze symbolen weer verwijderd"
"#595";"Inhoudelijke issues Release 5.1";"GR-Groen-inclusief-bomen";"";"";""
"#598";"Inhoudelijke issues Release 5.1";"KL kabels en leidingen";"";"";""
"#599";"Inhoudelijke issues Release 5.1";"OV Openbare verlichting";"";"";"gemaakt"
"#601";"Inhoudelijke issues Release 5.1";"documentation | ILS-tekening";"";"";"heb de tekst nu zo aangepast: De NLCS regelt niet wat er op specifieke tekeningen moet komen. Een schetsontwerp vraagt een heel ander detailniveau dan een uitvoeringsontwerp. Als u wilt, dat specifieke objecten op de tekening staan of u bepaalde details wilt zien, dan moet u hier zelf om vragen aan degene die de tekening voor u opstelt, door een informatieleveringsspecificatie op te stellen. Hiervoor is geen standaard methode bij de NLCS. U kunt uw eisen aan het detailniveau van de tekening meegeven met voorbeeldtekeningen of laagnamen: 
1. **Voorbeeldtekeningen** Men kan met een voorbeeldtekening vragen beantwoorden als: laat ik mijn riool ook zien op mijn wegenbouwtekening? Laat ik inrichtingselementen (afvalbak, bankje, lichtmast) zien op mijn riooltekening?
2. **Laagnamen** U kunt ook van elk object het gewenste detailniveau aanduiden door de gewenste laagnaam bij de tekening te geven; voor een schetsontwerp geef je bijvoorbeeld alleen aan dat er een KANTOPSLUITING komt en in een voorontwerp moet je aanduiden dat dit een KANTOPSLUITING_TROTTOIRBAND wordt en in een detailontwerp moet je de keuze voor een KANTOPSLUITING_TROTTOIRBAND_180 200 tonen."
"#602";"Inhoudelijke issues Release 5.1";"documentation";"";"";"nu als tekst De NLCS biedt vrijheid om objecten een andere visuele presentatie (kleuren/lijntypes/lijndiktes) te geven, vooral als dit de leesbaarheid van de tekening ten goede komt. Een afwijking is daarom niet altijd erg. Als je als organisatie voor een specifiek soort tekening altijd afwijkende presentaties hebt, kan dit ook worden opgenomen in [eigen bibliotheken](#eigen-bibliotheken)"
"#604";"Inhoudelijke issues Release 5.1";"documentation";"";"";"hartelijk dank voor de toelichting, ik pas het aan in het document"
"#606";"Inhoudelijke issues Release 5.1";"BOMOS";"";"";"verwerkt in releaseprotocol"
"#613";"Inhoudelijke issues Release 5.1";"documentation";"";"";"verwerkt in [Toelichting gebruik sparql-endpoint en query's](https://nl-digigo.github.io/NLCS/howtoquery/)"
"#615";"Inhoudelijke issues Release 5.1";"publicatie";"";"";"De database is aangevuld met oplopende ID's

- [x] Hoofdgroepen
- [x] NLCS Objecten 
- [x] Arceringsbibliotheken 
- [x] Arceringen, alleen de bestanden niet de groepsnamen
- [x] Disciplines
- [x] Symbolenbibliotheken  
- [x] Symbolen, alleen de bestanden niet de groepsnamen
- [x] Lijnkleuren
- [x] Lijntypes
- [x] Lijnweights"
"#624";"Inhoudelijke issues Release 5.1";"Lijnen";"";"";"Ik heb deze concepten in de beheeromgeving nu nummers 875 en 876 gegeven. Nog niet opgenomen in laatste publicatie"
"#627";"Inhoudelijke issues Release 5.1";"RI_riolering-en-GWSW | publicatie";"";"";"aangepast in database"
"#642";"Inhoudelijke issues Release 5.1";"publicatie";"";"";"these are all implemented and executed"
"#643";"Inhoudelijke issues Release 5.1";"publicatie";"";"";"@ElisabethDeVries I am fixing this to be able to publish today, by adding an underscore:
WARMTENET_BOCHT SPP_90GR_DN100 225 GB --> WARMTENET_BOCHT_SPP_90GR_DN100 225 GB
WARMTENET_BOCHT SPP_90GR_DN100 225 OB --> WARMTENET_BOCHT_SPP_90GR_DN100 225 OB"
"#644";"Inhoudelijke issues Release 5.1";"RI_riolering-en-GWSW";"";"";"nu alles gelinkt naar één zoekterm: 

<img width=""336"" height=""778"" alt=""Image"" src=""https://github.com/user-attachments/assets/46c647fe-3055-4085-a635-20cfb1e8a27c"" />"
"#645";"Inhoudelijke issues Release 5.1";"IE-inrichtingselementen";"";"";"ik koppel alle symbolen waar _paal tussen staat dan aan meubilair_paal, dan kun je nu wel op 2 plekken in IE een dijkpaal tekenen"
"#646";"Inhoudelijke issues Release 5.1";"IE-inrichtingselementen";"";"";"Dank je wel, ik heb het verwerkt in de database en de symbolen verwijderd"
"#650";"Inhoudelijke issues Release 5.1";"Symbolen | publicatie";"";"";"I did write the query to check if fase and optie comply with the name (also for empty ones): [symbolen query](https://github.com/nl-digigo/NLCS/blob/main/code/5.1/nlcs_exporter/queries/controle_queries/symbolen.rq)
and
[arceringen query](https://github.com/nl-digigo/NLCS/blob/main/code/5.1/nlcs_exporter/queries/controle_queries/arceringen.rq)"
"#675";"Inhoudelijke issues Release 5.1";"OG-ondergrond";"";"";"""Gezien de waarde van de lijn, zou ik 0.25 versus 0.35 ook nog wel aandurven voor dit object."" Hier ben ik het ook helemaal mee eens!"
"#716";"Inhoudelijke issues Release 5.1";"";"";"";"objecttoestand eruit gehaald"
"#733";"Inhoudelijke issues Release 5.1";"documentation";"";"";""
"#738";"Inhoudelijke issues Release 5.1";"duplicate | IS installaties spoor";"";"";"Dubbel met #763"
"#780";"Inhoudelijke issues Release 5.1";"documentation | maatvoering-leaders-teksten";"";"";"Je hebt nu [EENHEID SCHAAL] helemaal weggelaten. Ik bedoelde niet dat die eruit moet, maar dat [EENHEID SCHAAL]  niet net als de andere velden wordt toegelicht bij ‘Onderdeel naam Toelichting’. 

Wat mij betreft zou het zo duidelijk zijn, in blauw de wijzigingen:

4.7.7 Benaming tekststijlen
•	De benaming van maatvoeringstijlen MOETEN als volgt zijn opgebouwd: [LETTERTYPE]-[EENHEID SCHAAL]-[TEKSTHOOGTE][CURSIEF][BACKGROUNDMASK]

Onderdeel naam	Toelichting
[LETTERTYPE]                              Veld MOET voorkomen. In de NLCS komen 2 lettertypes voor, NLCS-RVV voor verkeersborden en NLCS-ISO voor alle andere teksten. 
 [EENHEID SCHAAL]                 Indien van toepassing MOET de eenheid en schaal worden toegevoegd.
[TEKSTHOOGTE] |                     Veld MOET voorkomen. Waarde altijd Txx, waarbij xx de teksthoogte in mm/10 is 
 [CURSIEF]                                      Indien van toepassing MOET de waarde _CURSIEF zijn ingevoegd 
 [BACKGROUNDMASK]          Indien van toepassing MOET de waarde _BG zijn ingevoegd

Voorbeelden:
Stijl                                                                                     Beschrijving
NLCS-ISO-T18                                                             NLCS tekststijl, teksthoogte 1.8mm
NLCS-ISO-M100_T35                                             NLCS tekststijl in meters, schaal 1:100, teksthoogte 3.5mm.
NLCS-ISO-MM20-T18_CURSIEF                      NLCS tekststijl in millimeters, schaal 1:20, teksthoogte 1.8mm, tekst cursief
NLCS-ISO-MM20-T18_CURSIEF_BG            NLCS tekststijl in millimeters, schaal 1:20, teksthoogte 1.8mm, tekst cursief met backgroundmask
NLCS-ISO-ANNOTATIEF-T25                              NLCS tekststijl met annotatieve schaal, teksthoogte 2.5mm
NLCS-RVV-M1-T3000                                             NLCS tekststijl RVV in meters, schaal 1:1, teksthoogte 300mm (standaard RVV-bord bibeko)

Zie hier Voor de benaming van maatvoeringstijlen.


Toelichting van mij bij paragraaf 4.7.7:
1.	Ik heb hierboven bij [LETTERTYPE]-[EENHEID SCHAAL]-[TEKSTHOOGTE][CURSIEF][BACKGROUNDMASK] de velden die ‘indien van toepassing’ zijn cursief gemaakt.
2.	De teksthoogte is niet in millimeters, maar in 1/10 millimeters. T18 komt overeen met een teksthoogte van 1,8mm niet 18mm.
3.	In de voorbeelden is  NLCS-ISO genoemd als stijl. Op zich denkbaar, maar in zowel Microstation als AutoCAD geef je altijd een teksthoogte en breedte op. Dat voorbeeld past ook niet bij: ‘[TEKSTHOOGTE] veld MOET voorkomen’.
4.	[EENHEID SCHAAL]  hoeft verder niet uitgelegd te worden, de voorbeelden met uitleg zijn duidelijk.
5.	Wat betreft ANNOTATIEF: In AutoCAD is dit een (optionele, niet noodzakelijke) instelling in de tekststijl, in Microstation kun je dit niet instellen in de tekststijl, dus dan is het raar als je daar ‘ANNOTATIEF’ aan moet toevoegen terwijl de stijl niet annotatief is. Daarom dus het veld [EENHEID SCHAAL] optioneel houden. Als je geen [EENHEID SCHAAL] opneemt in de stijl, dan is de stijl voor alle eenheden en schalen te gebruiken, zowel ‘annotatief’, als ‘niet annotatief’.

Juiste spelling is maatvoeringstijlen met 1 ‘s’ , ik zie dat nu zowel maatvoeringsstijlen als maatvoeringstijlen voorkomen in de formele beschrijving 😊

Ik loop zo paragraaf 4.6.7 maatvoeringstijlen ook even na, in een aparte mail…"
"#782";"Inhoudelijke issues Release 5.1";"maatvoering-leaders-teksten";"";"";"verwerkt"
"#776";"NLCS Objectgericht";"GroeipadDSGO/NLCS";"";"";""
"#4";"NLCS release Vaststellen 5.02 als linked data​";"Informatiemodel";"";"";"ok, ik had het helemaal fout: alles wordt gezien als informatieobject"
"#12";"NLCS release Vaststellen 5.02 als linked data​";"duplicate";"";"";"Zie #41"
"#40";"NLCS release Vaststellen 5.02 als linked data​";"implementatie";"";"";"dit is inmiddels opgehelderd, de locatie van deze tabellen is  https://github.com/nl-digigo/NLCS/tree/main/tabellen"
"#73";"NLCS release Vaststellen 5.02 als linked data​";"";"";"";"Actie
Geen Actie"
"#89";"NLCS release Vaststellen 5.02 als linked data​";"publicatie";"";"";"in de linked data publicatie zijn deze objecten niet meer gepubliceerd."
"#100";"NLCS release Vaststellen 5.02 als linked data​";"documentation | BOMOS";"";"";"verwerkt in de documentatie"
"#150";"NLCS release Vaststellen 5.02 als linked data​";"documentation | publicatie";"";"";"functionaliteiten zijn gedocumenteeerd, openstaande punten in issues. deze overzichts-issue kan worden afgesloten"
"#152";"NLCS release Vaststellen 5.02 als linked data​";"Informatiemodel";"";"";"De verschillen die je wilt kunnen vinden tussen versies kunnen ook met queries gevonden worden; omdat er nog geen (inter)nationale best pratice is voor publicatie van wijzigingen tussen versies van standaarden blijft NLCS dit voorlopig ook niet doen."
"#153";"NLCS release Vaststellen 5.02 als linked data​";"documentation";"";"";"verwerkt"
"#154";"NLCS release Vaststellen 5.02 als linked data​";"documentation";"";"";"is nu levend document, wordt geupdated naar aanleiding van vragen van softwareleveranciers"
"#156";"NLCS release Vaststellen 5.02 als linked data​";"publicatie";"";"";"uit gesprekken met de software-leveranciers en experts blijken twee zaken nodig: query's en de daarbij behorende output in tabelvorm; waarbij met de query's de oude database opgebouwd moet kunnen worden.  

Daarnaast wordt gevraagd om handvaten voor developers, die nu met een sparql-endpoint moeten kunnen connecten."
"#157";"NLCS release Vaststellen 5.02 als linked data​";"publicatie";"";"";"toch nog vragen gesteld over tabellen in sql, zie actiepunten"
"#158";"NLCS release Vaststellen 5.02 als linked data​";"documentation | publicatie";"";"";"het adviesrapport wordt niet meer opgesteld, na bezoeken en afstemmen met leveranciers worden geen grote implementatieproblemen verwacht"
"#159";"NLCS release Vaststellen 5.02 als linked data​";"documentation | Bespreken EC | publicatie";"";"";"Voor de Expertcommissie blijft de manier van werken, met de Excel-tabellen waarin  de menselijke lezer beter door de standaard kan browsen. 

de product manager controleert de publicatie van de linked data versie, door met de gemaakte sparql-queries te onderzoeken of het gepubliceerde overeenkomt met de in issues beschreven toevoegingen of wijzigingen."
"#160";"NLCS release Vaststellen 5.02 als linked data​";"";"";"";"Correctie, na navraag is gebleken, dat is afgesproken om de vervallen objecten niet op dezelfde manier te blijven publiceren. Omdat we met linked data gaan publiceren, kunnen verschillen tussen twee publicaties met query's worden onderzocht. Het handmatig statussen geven ""wijziging""en ""vervallen"" is foutgevoelig, terwijl dit geen extra informatie toevoegt. De objecten die in de SQL database op vervallen stonden voor versie 5.0, staan wel in de beheeromgeving; maar worden niet gepubliceerd."
"#161";"NLCS release Vaststellen 5.02 als linked data​";"publicatie";"";"";"de query's worden gemaakt, hiervoor zijn andere issues."
"#200";"NLCS release Vaststellen 5.02 als linked data​";"documentation | implementatie | publicatie";"";"";"Uitgewerkt naar handleiding"
"#213";"NLCS release Vaststellen 5.02 als linked data​";"implementatie | publicatie";"";"";"het project is afgerond, openstaande punten gaan mee in de volgende release"
"#215";"NLCS release Vaststellen 5.02 als linked data​";"implementatie";"";"";"tabel ziet er zo uit, rijen en kolommen omgedraaid in verbands met leesbaarheid in de issue:

| OMSCHRIJVING               | HOUTVORM                             | AANGRENZENDE CONSTRUCTIE             | VERBINDING                           | REPARATIES                            |
| -------------------------- | ------------------------------------- | ------------------------------------- | ------------------------------------ | ------------------------------------- |
| STATUS                    | *                                   | *                                   | *                                  | *                                   |
| DISCIPLINE                | **                                  | **                                  | **                                 | **                                  |
| Hoofdgroep                | HC                                  | HC                                  | HC                                 | HC                                  |
| Object                    | HOUTVORM                            | AANGRENZENDE CONSTRUCTIE             | VERBINDING                          | REPARATIES                           |
| SubObject01               |                                     |                                     |                                    |                                     |
| SubObject02               |                                     |                                     |                                    |                                     |
| SubObject03               |                                     |                                     |                                    |                                     |
| SubObject04               |                                     |                                     |                                    |                                     |
| SubObject05               |                                     |                                     |                                    |                                     |
| Bewerking                 |                                     |                                     |                                    |                                     |
| Element                   | G/A                                 | G                                   | G                                  | G                                   |
| Arcering                  | ACO:ACO-HOUT                        | ACO:ACO-AANGRENZENDE CONSTRUCTIE    | ACO:ACO-VERBINDING                 | ACO:ACO-REPARATIES                  |
| Symbool                   |                                     |                                     |                                    |                                     |
| Laagnaam                  | *-**-HC-HOUTVORM-G/A                 | *-**-HC-AANGRENZENDE CONSTRUCTIE-G  | *-**-HC-VERBINDING-G               | *-**-HC-REPARATIES-G                |
| BLineweight               | 0.18                                | 0.18                                | 0.18                               | 0.18                                |
| BColor                    | 30                                  | 7                                   | 140                                | 170                                 |
| BColorA                   | 252                                 | 253                                 | 252                                | 172                                 |
| BColorGD                  | 40                                  | 7                                   | 130                                | 170                                 |
| BColorGN                  | 10                                  | 20                                  | 10                                 | 170                                 |
| BColorV                   | 253                                 | 253                                 | 253                                | 253                                 |
| B_Linetype                | CONTINUOUS                          | CONTINUOUS                          | CONTINUOUS                         | CONTINUOUS                          |
| NLineweight               | 0.25                                | 0.18                                | 0.18                               | 0.25                                |
| NColor                    | 30                                  | 7                                   | 140                                | 170                                 |
| NColorA                   | 252                                 | 253                                 | 252                                | 172                                 |
| NColorGD                  | 40                                  | 7                                   | 130                                | 170                                 |
| NColorGN                  | 10                                  | 20                                  | 10                                 | 170                                 |
| NColorV                   | 253                                 | 253                                 | 253                                | 253                                 |
| N_Linetype                | CONTINUOUS                          | CONTINUOUS                          | CONTINUOUS                         | CONTINUOUS                          |
| VLineweight               | 0.25                                | 0.18                                | 0.18                               | 0.25                                |
| VColor                    | 30                                  | 7                                   | 140                                | 170                                 |
| VColorA                   | 252                                 | 253                                 | 252                                | 172                                 |
| VColorGD                  | 40                                  | 7                                   | 130                                | 170                                 |
| VColorGN                  | 10                                  | 20                                  | 10                                 | 170                                 |
| VColorV                   | 253                                 | 253                                 | 253                                | 253                                 |
| V_Linetype                | CONTINUOUS                          | CONTINUOUS                          | CONTINUOUS                         | CONTINUOUS                          |
| TLineweight               | 0.25                                | 0.18                                | 0.18                               | 0.25                                |
| TColor                    | 30                                  | 7                                   | 140                                | 170                                 |
| TColorA                   | 252                                 | 253                                 | 252                                | 172                                 |
| TColorGD                  | 40                                  | 7                                   | 130                                | 170                                 |
| TColorGN                  | 10                                  | 20                                  | 10                                 | 170                                 |
| TColorV                   | 253                                 | 253                                 | 253                                | 253                                 |
| T_Linetype                | CONTINUOUS                          | CONTINUOUS                          | CONTINUOUS                         | CONTINUOUS                          |
| VRKL_KORT                 |                                     |                                     |                                    |                                     |
| VRKL_LANG                 |                                     |                                     |                                    |                                     |
| ID                        | 2797                                | 2803                                | 2800                               | 2808                                |
| KIND_VAN                  |                                     |                                     |                                    |                                     |"
"#216";"NLCS release Vaststellen 5.02 als linked data​";"implementatie";"";"";"afgerond, muv gwsw en bgt-mapping. Deze mappingen wordt voor versie 5.0 als csv gepubliceerd en komt niet mee in linked data 5.02"
"#217";"NLCS release Vaststellen 5.02 als linked data​";"implementatie";"";"";"de query staat klaar, nu nog testen op een nieuwe publicatie waarin de ID's en de definities wel gepubliceerd zijn voor het werkt"
"#218";"NLCS release Vaststellen 5.02 als linked data​";"implementatie";"";"";"Er kom uit deze query zo'n tabel rollen:
| FASE | BIB | ARCERING           | opt   | ID  | VRKL_KORT        | VRKL_LANG          | STATUS |
| ---- | --- | ------------------ | ----- | --- | ---------------- | ------------------ | ------ |
| AVH  | AVH-GLAS-SO          | SO    | 396 | glas             |                   | *      |
| AVH  | AVH-GLAS-SO          | SO    | 151 | glas             |                   | *      |
| AVH  | AVH-GEOTEXTIEL-SO    | SO    | 150 | geotextiel       |                   | *      |
| AVH  | AVH-GEOTEXTIEL-SO    | SO    | 372 | geotextiel       |                   | *      |
| AVH  | AVH-BESTORTING_01-SO | SO    | 113 | bestorting       |                   | *      |
| AVH  | AVH-BESTORTING_02-SO | SO    | 114 | bestortingoptie1 |                   | *      |
| AVH  | AVH-PLANKEN_03-SO    | SO    | 196 | plankensoort03   |                   | *      |
| AVH  | AVH-PLANKEN_03-SO    | SO    | 423 | plankensoort03   |                   | *      |
| AVH  | AVH-PLANKEN_01-SO    | SO    | 194 | plankensoort01   |                   | *      |
| AVH  | AVH-PLANKEN_01-SO    | SO    | 421 | plankensoort01   |                   | *      |
| AVH  | AVH-PLANKEN_02-SO    | SO    | 195 | plankensoort02   |                   | *      |
| AVH  | AVH-PLANKEN_02-SO    | SO    | 422 | plankensoort02   |                   | *      |


Waarbij VRKL_LAMG is leeggelaten, daar komen allerlei getallenseries in voor, wat is dat?
Wat opvalt is arceringen met twee ID's? 
> #261"
"#219";"NLCS release Vaststellen 5.02 als linked data​";"implementatie";"";"";"Openstaat de vraag, waarom geen ID's van disciplines in de database? #262"
"#220";"NLCS release Vaststellen 5.02 als linked data​";"implementatie";"";"";"Deze query is inmiddels opgesteld"
"#221";"NLCS release Vaststellen 5.02 als linked data​";"implementatie";"";"";"query leidt tot deze tabel:  #272 

| ID  | HOOFDGROEP | LIJNTYPE          | DEFINITIE                                            | opt | FASE | STATUS |
| --- | ---------- | ----------------- | ---------------------------------------------------- | --- | ---- | ------ |
| 10  | AM         | AM-AS-SO          | A,10,-2,2,-2, SO                                     |     |      | *      |
| 106 | KG         | KG-LAND-SO         | A,0,[KRUISJE,NLCS.SHX,s=1],-3.5, SO                  |     |      | *      |
| 107 | KG         | KG-PROVINCIE-SO    | A,2.5,-2.75,[KRUISJE,NLCS.SHX,s=1],-2.75, SO        |     |      | *      |
| 108 | KG         | KG-GEMEENTE-SO     | A,1,-2.25,[KRUISJE,NLCS.SHX,s=1],-2.25, SO          |     |      | *      |
| 109 | KG         | KG-WATERSCHAP-SO   | A,5.5,-2,[KRUISJE,NLCS.SHX,s=0.75],-3,[KRUISJE,NLCS.SHX,s=0.75],-2, SO |     |      | *      |
| 11  | AM         | V-AM-AS-SO         | A,10,[VERWIJDEREN2,NLCS.SHX,x=-5,s=1],-2,2,-2, SO | V   |      | *      |"
"#222";"NLCS release Vaststellen 5.02 als linked data​";"implementatie";"";"";"Issue #273"
