"Issue";"Milestone";"Labels";"Release Note";"No Change";"Laatste Comment"
"#618";"Technische backlog";"kleuren";"";"";""
"#640";"Technische backlog";"BOMOS | GroeipadDSGO/NLCS";"";"";"24 juli 2025: De beheercommissie is akkoord met punt 1,3 en 4 als input voor de technische commissie.

Voor punt 2 geldt, dat hier alle verzoeken van NLCS++ in moeten staan, dus ook de toevoeging van bewerkingen en de toevoeging van objectidentificatie en statussen die de mutaties van bestaande objecten onderscheiden van de plaatsing van nieuwe objecten. Daarnaast ook samenhangende uitwisseling van CAD-geometrie met asset-objectinformatie. 

Voor punt 2 zal een apart onderzoekstraject worden ingericht met een onafhankelijk expert, die een advies kan geven over een lange termijn oplossing die past binnen het digitaal stelsel gebouwde omgeving, waarbij eventueel een korte termijn oplossing kan worden voorgesteld rondom de 2D CAD pakketten, indien dit nodig is om versneld een oplossing te kunnen implementeren. De technische commissie kan op basis van dit advies vervolgens gevraagd worden, hoeveel tijd nodig en redelijk zou zijn voor de implementatie ervan."
"#645";"Technische backlog";"IE-inrichtingselementen";"";"";"Issue kwam voort uit wijziging van symboolnamen in de 5.1 versie van nlcs, die is teruggetrokken. Daarom zet ik deze op de milestone Technische backlog"
"#647";"Technische backlog";"Symbolen";"";"";""
"#649";"Technische backlog";"publicatie";"";"";"In InfraCAD is er een mogelijkheid om een database view te kiezen (momenteel wordt alleen Planvorming door ons meegeleverd). Ik weet niet of dit een klant-vraag was of ooit in de NLCS bibliotheek werd meegeleverd. Feitelijk is het een kopie-bestand van de objectenbibliotheek maar dan sterk ingekort.

Daarnaast is al de mogelijkheid om in onze software een favorietenlijst in te lezen, project-bibliotheken te gebruiken en op basis van de gekozen discipline alleen met een selectie van hoofdgroepen te werken.

Wmb wordt dit overgelaten aan de softwareleveranciers om hier iets mee te doen, als klanten er om vragen. Het is toch vaak een maatwerk dingetje, iedereen zal een andere kijk hebben op waar bepaalde objecten wel of niet bij horen.

In geval dat zo'n onderscheid toch wordt meegeleverd, dan zou ik persoonlijk kiezen voor een systeem buiten de objectentabel en niet een apart veld in de objectentabel, bijvoorbeeld een nieuwe tabel ('Planvorming', 'Revisie', 'BGT') waarin alleen naar de ID's of GUID's worden verwezen die bij die nieuwe tabel horen. Dan kan een object ook in meerdere lijsten voorkomen. En is alleen zinnig als de softwareleveranciers dit ook willen implementeren vanwege de extra beheerkosten om dit in stand te houden."
"#657";"Technische backlog";"duplicate";"";"";"Dubbel met #736"
"#727";"Technische backlog";"CAD interoperabiliteit";"";"";"@NielsNederpel 
In de basis zou ik er als NLCS niks over zeggen. Beide manieren hebben voor en nadelen.

Ik weet dat de 'legenada-tool' ook door een beperkt aantal gebruikers toegepast wordt, omdat deze 'te' theoretisch is.

Ik zou pleiten voor eventueel een eigen kenmerk voor 'legendas' om verstoring met data import/export en hoeveelheden te voorkomen,"
"#746";"Technische backlog";"VH - verhardingen | GW-grondwerk";"";"";"nvt voor 5.2 release"
"#809";"Technische backlog";"Symbolen";"";"";"deze issue is technisch van aard; nu er betere afspraken zijn over zoekfilters kan dit ook beter worden aangepakt. 
Omdat het geen impact heeft op een publicatie van de nlcs database even milestone en label gewijzigd."
"#823";"Technische backlog";"publicatie";"";"";""
"#534";"Technische issues release 5.2";"RI_riolering-en-GWSW | publicatie | status&bewerking | VH - verhardingen | GW-grondwerk | SB spoorbouw";"[[Release note]] In de NLCS Database vanaf de linked data versie 5.02 zijn de namen van NLCS-Objecten als één geheel gepubliceerd, en niet gesplitst naar hoofd- en subobjecten en bewerkingen zoals in de oude sql-database. In de tabellen die gegenereerd worden uit de publicatie, worden op basis van de - en _ tekens de namen van objecten en subobjecten in de juiste kolommen gezet. In versie 5.2 zijn in de linked data publicatie de bewerkingen ook expliciet opgenomen, in een domeinwaardelijst per hoofdgroep. Zie [hier](https://nl-digigo.github.io/NLCS/changelog/NLCS_Query_Bewerkingen-concept-5.2.html) voor een overzicht van de bewerkingen per hoofdgroep.";"";""
"#800";"Technische issues release 5.2";"publicatie";"";"";""
"#816";"Technische issues release 5.2";"publicatie";"";"";"check searchterm in names of arceringen"
"#817";"Technische issues release 5.2";"publicatie";"[[Release note]] Indien bij een NLCS-object symbolen of arceringen beschikbaar zijn, moeten deze door de ontwerper/tekenaar ook gevonden kunnen worden bij het bovenliggende object. In de NLCS-database (in linked data) wordt in dat geval zowel bij het object als bij het bovenliggende object een filter gegeven (aobject, sobject) voor het zoeken van symbolen of arceringen met dit filter in de naam. Voorbeeld: Bij BEPLANTING wordt als zoekterm SGR-BEPLANTING meegeleverd; bij BEPLANTING_BODEMBEDEKKERS dan de zoekterm SGR-BEPLANTING-BODEMBEDEKKER en bij BEPLANTING_BOSPLANTSOEN de zoekterm SGR-BEPLANTING_BOSPLANTSOEN. Indien er voor een onderliggend object géén eigen symbolen of arceringen aanwezig zijn, kan hier ook het bovenliggende symbool geplaatst worden en wordt deze zelfde zoekterm meegegeven, bijvoorbeeld de zoekterm “SRI-RIOOLPUT” wordt zowel bij RIOOLPUT als bij RIOOLPUT_BETON meegegeven. Dit was al het uitgangspunt bij NLCS versie 5.0, maar was nog niet consequent doorgevoerd in de NLCS-database. Dat is in versie 5.2 hersteld.";"";""
"#826";"Technische issues release 5.2";"publicatie";"";"";"Ik zie teksten staan als ""behalve bij transformatie van een tekening"" en kolom 5 ""tekeningen naar nieuwe versie"". 

Is het uitgangspunt van de NLCS niet altijd geweest dat tekeningen versiegebonden zijn en dat uitwisseling of conversie tussen verschillende NLCS-versies niet wordt verondersteld?

Of is besloten dat uitwisseling/transformatie tussen verschillende NLCS-versies wél ondersteund gaat worden?

Ik zou dat sterk afraden. Niet alleen vanwege de praktische en inhoudelijke verschillen tussen versies, maar ook omdat het de verdere doorontwikkeling van de NLCS mogelijk kan beperken."
"#827";"Technische issues release 5.2";"publicatie";"";"";""
"#830";"Technische issues release 5.2";"publicatie";"";"";"And for our information:
Search terms are decided to be modelled as **information attributes** since we don't want them to be inherited.
[Deprecated] Exception to 5.0 release adjustment: in the new management environment, do not let the ""search terms"" for shading and symbols be a parent symbol, but a group.
[NEW] Exception to 5.0 release adjustment: in the new management environment, do not let the ""search terms"" for shading and symbols be a parent symbol, but an information attribute."
"#837";"Technische issues release 5.2";"publicatie";"";"";""
"#838";"Technische issues release 5.2";"publicatie";"";"";""
"#850";"Technische issues release 5.2";"publicatie";"";"";""
"#920";"Technische issues release 5.2";"publicatie";"";"";"The issue is this query is not applicable to the new workspaces since we didn't have element attribute before, this query creates the attribute itself (so overwrites). The workspace and publication is correct. 
I'll now update the queries to avoid further confusion."
"#230";"Technische issues release 6.0";"documentation | GR-Groen-inclusief-bomen";"";"";"Cad technisch zijn objecten blocks met een naam. Nlcs zou meer naar de kern en de oorspong mogen teruggaan. Waar het om draait.. zijnde een tekenstandard en geen objecten bibliotheek."
"#309";"Technische issues release 6.0";"documentation | AL - Algemeen | SO schaalbare objecten | uitwisselformaat";"[[Release note]] Alle symbolen SAL-TEKENBLAD zijn vervallen, omdat deze de optie SO hadden terwijl dit SOMM had moeten zijn. Er zijn nieuwe symbolen gemaakt met optie SOMM.";"";""
"#418";"Technische issues release 6.0";"ZZ_voor alle hoofdgroepen | AL - Algemeen | KG - Kadastrale informatie en grenzen | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"@ElisabethDeVries Releasenote is onjuist.

[[Release note]] De indeling van grenzen is aangescherpt om de functie van de bestaande hoofdgroepen duidelijker te definiëren. Hoofdgroep KG wordt hierbij uitsluitend toegepast voor juridische grenzen, terwijl alle overige algemene projectmatige grenzen zijn ondergebracht in hoofdgroep ZZ. In dit kader is de inhoud herverdeeld en zijn betreffende objecten verplaatst, waarmee de rolverdeling tussen KG en ZZ expliciet is verduidelijkt.";"";""
"#734";"Technische issues release 6.0";"Netbeheer | status&bewerking | KL kabels en leidingen";"[[Release note]] De bedrijfstoestand van een object (voorbeelden: in gebruik, verlaten en reserve), wordt opgenomen in het veld bewerking in de laagnaam van het NLCS-object. De bedrijfstoestand staat tussen ronde haken. Als er een bewerking volgt, staat er een spatie tussen de bedrijfstoestand en de bewerking. Voorbeeld: KABEL-(VERLATEN) TE VERWIJDEREN-G. Met deze oplossing kan op een tekening visueel onderscheid gemaakt worden.";"";""
"#829";"Technische issues release 6.0";"GR-Groen-inclusief-bomen";"";"";"Expertcommissie 11 juni 2026: 
Expertcommissie geeft aan, deze behoefte te herkennen ook voor andere objecttypen dan bomen, onder meer de wissels bij stedelijk spoor. 
Actie: er moet een inhoudelijke toelichting opgeschreven worden op de attributen, en een handleiding voor hoe uitgewisseld moet worden tussen AutoCAD en Microstation. 
Vraag: dit soort wijzigingen komt op ons af, de businesscase voor gemeenten is goed, wie betaalt de wijzigingen aan de standaard en de software?

Deze oplossing heeft nog steeds nadelen, zoals dat de switch van ontwerp naar revisie handwerk vraagt, maar is voor gebruikers van zo groot belang dat we dit wel verder kunnen uitwerken."
"#149";"Technische issues voor NLCS 5.1";"documentation | publicatie | Vastgesteld-in-EC";"";"";"dit opgenomen in https://nl-digigo.github.io/NLCS/howtoquery/#wijzigingen-tussen-versies-query-en"
"#445";"Technische issues voor NLCS 5.1";"Symbolen | Lijnen | Arceringen | eisen aan NLCS applicaties | SO schaalbare objecten | extra review expertcommissie vereist | CAD interoperabiliteit";"";"";"@SanderNijhof 
In dat geval kan ik kan ik instemmen met het voorstel onder de voorwaarde dat we niet de discussie krijgen 'vroeger was het altijd zo bedoeld' wanneer wordt gewerkt aan een nieuw voorstel. 😊 Dan gaan we echt werken aan een nieuw functioneel voorstel."
"#609";"Technische issues voor NLCS 5.1";"implementatie";"";"";"met het bespreken van de issues in #641 zijn nieuwe afspraken gemaakt over de publicatie, wat er in de tabellen moet staan en de checks. Daarmee kan deze issue ook worden afgesloten."
"#610";"Technische issues voor NLCS 5.1";"publicatie";"";"";"dit gaat om harde returns in de sql deze zijn vervangen door spaties om de output naar csv niet te bemoeilijken.

de .PAT bestanden hebben wel harde returns"
"#611";"Technische issues voor NLCS 5.1";"publicatie";"";"";"er is nu een nieuwe uitdraai in .PAt bestanden, dit zou de vraag moeten oplossen.
in de linked-0data publicatie wordt niet meer met harde pagina-returns gewerkt omdat dit de output naar csv-tabellen verstoort."
"#612";"Technische issues voor NLCS 5.1";"publicatie";"";"";"en by the way, uiteraard zijn er ook inhoudelijk gezien lijnstijlen gewijzigd"
"#620";"Technische issues voor NLCS 5.1";"implementatie | publicatie";"";"";"verwerkt in documentatie"
"#622";"Technische issues voor NLCS 5.1";"BOMOS";"";"";"Dit voorstel is besproken in de technische commissie van 24 juni en akkoord bevonden"
"#623";"Technische issues voor NLCS 5.1";"implementatie";"";"";""
"#625";"Technische issues voor NLCS 5.1";"publicatie | VW Verkeersmaatregelen Weg";"";"[[release note: no change from issue]] De issue betreft een fout tijdens het testen van de nieuwe publicatie van 5.1 en is niet in de acceptatie-publicatie terecht gekomen.";""
"#626";"Technische issues voor NLCS 5.1";"publicatie";"";"";"Ik heb ook een [controle query](https://github.com/nl-digigo/NLCS/blob/main/code/5.1/controlesdatabase/controle_nlcs-objecten_te_veel_subobjecten.rq) toegevoegd die checkt of er NLCS-objecten met meer dan 5 subobjecten zijn. In de query wordt nu gezocht tot 5 subobjecten, als er meer zijn moet de query uitgebreid worden of de laagnaam aangepast worden"
"#654";"Technische issues voor NLCS 5.1";"Symbolen | Arceringen";"";"";"Yep , it works. I found some mistakes but those were my faults in the database, I fixed those

SGR-VEGETATIE_OPEN-SO
SGR-VEGETATIE_GESLOTEN-SO
B-SKL-ET_HS_OLIEDRUKINSTALLATIE-SO
SMO-SITUATIE_RUIMTELIJKE EENHEID-SO
SRI-PUT_OPHOOGTEBRENGEN-SO
SVW-POLLER_VAST-SO
SVW-POLLER_SCANPAAL-SO
SVW-POLLER_BEWEEGBAAR-SO"
"#655";"Technische issues voor NLCS 5.1";"Arceringen";"";"";"?searchterm and ?finalCleanName variables are added for this"
"#656";"Technische issues voor NLCS 5.1";"Symbolen";"";"";"?searchterm and ?finalCleanName variables are added for this"
"#658";"Technische issues voor NLCS 5.1";"Lijnen";"";"";"?finalCleanName variable added for this"
"#659";"Technische issues voor NLCS 5.1";"publicatie";"";"";"in de laatste acceptatie-publicatie zijn we hier maar van uitgegaan, mondeling besproken dat het samenvoegen van kolommen voor iedere levernaicer haalbaar is, terwijl het splitsen van namen kan leiden tot fouten en dus beter bij de standaard al kan gebeuren"
"#663";"Technische issues voor NLCS 5.1";"publicatie";"";"";""
"#664";"Technische issues voor NLCS 5.1";"publicatie";"";"";""
"#665";"Technische issues voor NLCS 5.1";"publicatie";"";"";""
"#666";"Technische issues voor NLCS 5.1";"Symbolen";"";"";""
"#667";"Technische issues voor NLCS 5.1";"publicatie";"";"";""
"#669";"Technische issues voor NLCS 5.1";"publicatie";"";"";""
"#670";"Technische issues voor NLCS 5.1";"publicatie";"";"";""
"#673";"Technische issues voor NLCS 5.1";"Arceringen";"";"";"> Feedback gehad: Ik durf niet te zeggen of de Pattern file waarin al de pat definities staan correct is of niet. De pat file als geheel lijkt gelezen te kunnen worden door MicroStation.
> 
> Maar in standaard Microstation lukt bijv. plaatsen van de pat definitie van AGW-GRONDSOORTEN_GRIND-SOD niet.
> 
> Of dit iets is des Microstations of iets in de Pattern file definitie durf ik niet te zeggen.
> 
> Mogelijk is de werking in MicroStation afhankelijk van bepaalde schaal opgeven (in MicroStation).
> 
> Ik zal aan collega’s vragen ook hiernaar te kijken.

Kreeg mailbericht: melding komt te vervallen.
Collega meldde het volgende, is al eens eerder aan de orde geweest.

De pattern txt file komt uit Unix, met Linefeed die bij Microstation op andere setting moet staan.
Daarna goed in te lezen."
"#674";"Technische issues voor NLCS 5.1";"publicatie";"";"";""
"#677";"Technische issues voor NLCS 5.1";"publicatie";"";"";"Deze feedback is grotendeels dubbel met #609 

Het ging om de eerlaatst gepubliceerde versie; een groot deel van de problemen met ID’s blijkt te komen doordat de in plaats van naar een zoekterm voor symbolen te verwijzen, soms twee symbolen aan één object hadden gelinkt; bij output naar tabellen krijg je dan meer regels in plaats van één per object, omdat er per link naar een symbool een regel wordt aangemaakt. De database is dan niet per sé brak, maar de output wel. We hebben nu automatische checks gemaakt om te zorgen dat dit soort voorwaarden erin zitten en we niet meer dubbele links kunnen hebben. Dus als het goed is heb je deze problemen niet meer bij de nieuwste publicatie.

Wel is het zo, en ook besproken in de laatste technische commissie, dat niet elke naamswijziging van laagnaam leidt tot een nieuw ID, als wel hetzelfde object wordt bedoeld maar de laagnaamindeling veranderd is krijg je dus bij het bestaande ID een andere laagnaam. Dit moet geen probleem zijn bij het controleren van tekeningen, omdat daarbij de juiste versie van NLCS gebruikt kan worden om tegen te checken."
"#693";"Technische issues voor NLCS 5.1";"";"";"";"kind van kolommen zijn gefixed, bij kleuren kon ik dit niet terug vinden"
"#694";"Technische issues voor NLCS 5.1";"disciplines";"";"";""
"#695";"Technische issues voor NLCS 5.1";"publicatie";"";"";"ingericht en gedocumenteerd: Werkafspraak: branch- en releasebeleid
Doel en scope

Dit document legt vast hoe we versies beheren en publiceren met drie vaste branches:

main – definitieve (productie)releases.

acceptance – acceptatieversies voor openbare consultaties en testen in software.

development – doorontwikkeling (dagelijks werk, features).

Branches en gebruik

development

Startpunt voor alle feature-branches: feature/<korte-naam>.

Regel: ontwikkel en review via Pull Requests (PR’s). Squash-merge features terug naar development.

acceptance

Ontstaat door merge van development → acceptance wanneer we “code freeze” voor de volgende versie willen.

Alleen bugfixes en tekstafspraken voor de consultatie/performance-tests.

main

Ontstaat door merge van acceptance → main nadat de acceptatie is goedgekeurd.

Bevat uitsluitend stabiele, gepubliceerde releases.

Versietags (naming)

Productie (main): SemVer vMAJOR.MINOR.PATCH (bijv. v1.3.0).

Acceptatie: vMAJOR.MINOR.PATCH-acc.N (bijv. v1.3.0-acc.1, v1.3.0-acc.2).

Gebruik altijd een tag bij een release zodat de versie exact herleidbaar is.

Releaseproces (samengevat)

Voorbereiden

Features afronden in development.

PR’s reviewen, CI groen.

Acceptatieversie

development → acceptance (merge).

Tag: vX.Y.Z-acc.1 (en eventueel -acc.2, … bij extra correcties).

Publiceer naar de acceptatieomgeving (zie CI/CD).

Definitieve release

Na goedgekeurde acceptatie: acceptance → main (merge).

Tag: vX.Y.Z.

Publiceer naar productieomgeving (zie CI/CD).

Na release

Back-merge fixes van main terug naar acceptance en development (repository blijft in sync).

Hotfixes

Kritieke bug in productie?

Branch: hotfix/vX.Y.Z+1 vanaf main.

Fix → PR → merge naar main → tag vX.Y.(Z+1) → publiceer.

Altijd terug mergen naar acceptance en development.

Publicatiebeleid (ReSpec & sites)

Alleen releases publiceren; geen automatische publicatie bij gewone commits.

Acceptatiepublicatie: bij tags met -acc. op acceptance.

Productiepublicatie: bij SemVer-tags (zonder -acc) op main."
"#698";"Technische issues voor NLCS 5.1";"publicatie";"";"";"made new release"
"#700";"Technische issues voor NLCS 5.1";"Lijnen";"";"";"that's great, the query is working, let ignore this one mistake and continue publishing for the test"
"#704";"Technische issues voor NLCS 5.1";"publicatie";"";"";"> Verder is het databestand Disciplines niet aangepast (dubbele hoofdletters in de naam en typefout 'Contructies').

Dit zie ik niet, in de release op de acceptatie-branch is dit wel aangepast
Je hebt op dit moment waarschijnlijk een clone van de “main” branch van GitHub op je computer staan, zoals in een eerdere mail gestuurd publiceren we vanaf nu releases op branches, de huidige acceptatieversie staat dus op een andere branch. Tip: even je lokale clone weggooien en de acceptatie-branch clonen werkt het makkelijkst met al onze bestanden."
"#705";"Technische issues voor NLCS 5.1";"Lijnen";"";"";"thank you, i updated the query to check for wrong (unnecessary) new lines and fix it for output"
"#706";"Technische issues voor NLCS 5.1";"";"";"";"added in acceptance"
"#736";"Technische issues voor NLCS 5.1";"publicatie | ID en wijzigingen";"";"";"EC 2026-03-12
> Voorstel 1: Release 5.1 opdelen in kleinere stappen

Akkoord
Er wordt een voorstel gedaan vanuit digiGO om snel een minor release 5.2 te kunnen maken (5.1 wordt even geparkeerd), en dan te werken aan een mayor release.

> Voorstel 2: Loggen van wijzigingen

Akkoord
Aanvulling voor GitHub inrichting: laat de MAIN branch als standaard branch zien.

> ## Voorstel 3: Werkwijze ID's
> Bij de meeste maatwerk aanvullingen op de standaard is het van belang dat het ID nummer zo veel mogelijk behouden blijft **indien het om hetzelfde fysieke object gaat**. Ook als het object omwille van tekengemak anders is ingedeeld in de hoofdgroepen of lagenstructuur. Dit geldt ook voor symbolen, die immers ook een objecttype representeren.

Akkoord
Aanvulling: ID's van vervallen concepten mogen niet worden hergebruikt.
Voordeel: child object blijft behouden bij verplaatsing van  parent, omdat ID behouden blijft. 


> ## Voorstel 4: Advies aan gebruikers voor implementatie nieuwe versie
> 1. Bestaande bibliotheken: met de was-wordt lijst kunnen de laagnamen in een eigen bibliotheek worden aangepast. Gebruikers worden verzocht om aanvullingen qua objecten zo veel mogelijk te melden bij de standaard, zodat zo min mogelijk uitbreidingsbibliotheken hoeven te bestaan en aangepast te worden.
> 2. Bestaande tekeningen opwaarderen naar een nieuwere versie van de standaard: gebruikers wordt geadviseerd om dit alleen te doen voor tekeningen die actief gebruikt worden in een project waarin derden volgens de nieuwste versie van de standaard moeten aanleveren. Met de was-wordt lijst kunnen de laagnamen in een tekening worden aangepast. Het is niet nodig om de reeds gebruikte symbolen, arceringen of leaders en maatvoeringstijlen perfect te maken. De gebruiker van de tekening kan deze nog steeds goed lezen.
> 3. Gebruikers wordt geadviseerd om goed te onderzoeken welke impact wijzigingen hebben op speciaal voor hen gemaakte software. In deze tijd, waarin zowel tekort is aan programmeurs als aan tekenaars, ontwerpers, modelleurs, bestekschrijvers enzovoorts zijn de kosten voor individuele aanpassingen hoog. Ook kan men niet verwachten van de softwareleveranciers de standaard volgen maar tegelijkertijd veel maatwerk bieden. Deze situatie is onbetaalbaar en onuitvoerbaar. We zullen de komende jaren toenemend moeten standaardiseren om met z'n allen vooruit te komen.

Besluit: de technische gaat dit advies verder aanscherpen. 

Correctie punt twee:
Bestaande tekeningen opwaarderen naar een nieuwere versie van de standaard: gebruikers wordt geadviseerd om dit alleen te doen voor tekeningen die actief gebruikt worden in een project waarin derden volgens de nieuwste versie van de standaard moeten aanleveren. Met de was-wordt lijst kunnen de laagnamen in een tekening worden aangepast. Lever als opdrachtgever de tekeningen aan in de versie waarin de opdrachtnemer moet opleveren. Als het project al loopt, kun je de versie blijven gebruiken waarmee je het project begonnen bent. Het is af te raden om oude en nieuwe bibliotheken / versies van de standaard in één tekening op te nemen, omdat automatische processen als hoeveelheidsberekeningen dan verstoord kunnen worden. Als tijdens het project van versie gewisseld wordt, kan dit daarom ook tot meerwerkkosten leiden."
"#737";"Technische issues voor NLCS 5.1";"IS installaties spoor";"";"";"dank, dat was me even ontglipt."
"#741";"Technische issues voor NLCS 5.1";"publicatie";"";"";"> Aanvullende vraag: wie controleert de aangeleverde nieuwe objecten en symbolen? Het lijkt alsof ze ongezien aan de bibliotheek worden toegevoegd. Er worden nu regelmatig opschoonrondes gehouden, gaan we over een paar jaar pas deze nieuwe aanleveringen beoordelen en opschonen?

alle wijzigingen vanuit issues en werkgroepen zijn eerst door de expertcommissie vastgesteld, of ingebracht door een werkgroep, een expert heeft vervolgens nieuwe symbolen en objectentabellen uitgewerkt die door de product manager zijn verwerkt. Na feedback door de technische commissie zijn ook controle queries gebouwd op de output. 

Omdat de standaard een aantal jaar niks heeft gedaan is het aantal wijzigingen heel groot geworden."
"#744";"Technische issues voor NLCS 5.1";"RI_riolering-en-GWSW | status&bewerking | GW-grondwerk";"";"";"Kreeg toelichting: Hierbij nog een korte uitleg waar ik tegenaan liep bij de dubbele objecten, die veroorzaakt werden door de Bewerkingen.
 
In (software) wordt een XML gelezen volgens de structuur zoals dat vroeger werd aangeleverd. Sommige objecten hebben een bewerking:

<img width=""793"" height=""104"" alt=""Image"" src=""https://github.com/user-attachments/assets/33764cbc-2414-44b4-9854-9d811095d3d6"" />

Dit zal vermoedelijk bij alle softwareleveranciers min of meer gelijk zijn.
 
In (software) zijn deze bewerkingen zichtbaar als cursieve objecten.

<img width=""512"" height=""377"" alt=""Image"" src=""https://github.com/user-attachments/assets/dce36525-ca7a-4209-b6b6-884d7630f04f"" />
Dit blijkt alleen goed te gaan als de objecten die een bewerking zijn, geen waarde hebben in het veld 'omschrijving' zoals te zien is in bovenstaande XML.
 
Omdat in de CSV bestanden van de nieuwe levering geen aparte kolom 'omschrijving' bestaat maar wel nodig is voor de software, had ik in Excel een nieuwe kolom toegevoegd en de laatste objectnaam geëxtract uit alle sub-object-kolommen. Het gegenereerde XML bestand bevatte daardoor wel een waarde in de kolom 'omschrijving', ook bij objecten die een bewerking zijn.

<img width=""785"" height=""72"" alt=""Image"" src=""https://github.com/user-attachments/assets/7aa2009e-3193-411f-ad16-c0d1d0e1d65e"" />

Maar omdat er nu een omschrijving bekend is, wordt het niet langer als een bewerking gezien:


<img width=""458"" height=""338"" alt=""Image"" src=""https://github.com/user-attachments/assets/c47cfc27-a0ef-4ef6-88fc-c8a56dfab73c"" />

Oplossing:
 
Bij een nieuwe extract uit de CSV bestanden laat ik nu de kolom 'omschrijving' leeg als er een 'bewerking' bestaat, en zo niet dan wordt het laatste sub-object in de kolom 'omschrijving' geplaatst. Nu worden de bewerkingen wel goed herkend.
 
Zo werkt het in (software), en mogelijk ook in jullie applicaties."
"#749";"Technische issues voor NLCS 5.1";"Lijnen";"";"";"https://github.com/nl-digigo/NLCS/blob/development/lijntypes/NLCS-concept-rv5-1-5_linetypes.lin"
"#750";"Technische issues voor NLCS 5.1";"Symbolen";"";"";"Ter aanvulling:
Bovenstaande betreft enkel de preview zoals besproken,
Inhoudelijke optiomalisatie moet ook nog gedaan worden. Hierbij kan je denken aan aanwezigheid van onjuiste standaard autocad configuratieinstellingen welke meegaan bij een export."
"#761";"Technische issues voor NLCS 5.1";"VH - verhardingen | Arceringen";"";"";"Je hebt de juiste bron gebruikt. Ik ga dit terugkoppelen aan de technische commissie"
"#764";"Technische issues voor NLCS 5.1";"publicatie";"";"";"Voor technische commissie 2026-02-22: Vaststellen wat het probleem is, ik kan geen objectnamen met haakjes vinden

Blijkt om de ""specials"" te gaan van tekstobjecten en maatvoeringen in ZZ. Geen probleem in de publicatie."
"#768";"Technische issues voor NLCS 5.1";"ID en wijzigingen";"";"";"query and the table is updated"
"#769";"Technische issues voor NLCS 5.1";"publicatie";"";"";""
"#770";"Technische issues voor NLCS 5.1";"publicatie";"";"";""
"#775";"Technische issues voor NLCS 5.1";"";"[[Release note]] De functie van de aanduiding ""ELEMENT"" is opgehelderd; deze informatie ondersteunt voor de implementatie in de software het zoeken naar arceringen dan wel symbolen. Indien de aanduiding S of A aanwezig is, moet ook een filter beschikbaar zijn (aobject, sobject) voor het zoeken van symbolen of arceringen met dit filter in de naam. Voor de gebruiker van de standaard betekent de aanduiding in ELEMENT geen verbod op het toevoegen van eigen arceringen of symbolen als deze niet beschikbaar zijn.";"";""
"#783";"Technische issues voor NLCS 5.1";"maatvoering-leaders-teksten";"";"";"Vraag aan technische commissie: hebben jullie al naar de nieuwe beschrijving van tekststijlen en maatvoeringsstijlen gekeken in de documentatie, zo nee kan deze volgorde nog aangepast?"
"#786";"Technische issues voor NLCS 5.1";"publicatie";"";"";"and were is the output?"
"#787";"Technische issues voor NLCS 5.1";"publicatie";"";"";"where is the output?"
"#788";"Technische issues voor NLCS 5.1";"publicatie";"";"";""
"#789";"Technische issues voor NLCS 5.1";"publicatie";"";"";""
"#790";"Technische issues voor NLCS 5.1";"publicatie";"";"";"no let's keep them, it will show the validation works"
"#791";"Technische issues voor NLCS 5.1";"publicatie";"";"";""
"#792";"Technische issues voor NLCS 5.1";"publicatie";"";"";""
"#793";"Technische issues voor NLCS 5.1";"publicatie";"";"";"see html folder"
"#794";"Technische issues voor NLCS 5.1";"publicatie";"";"";""
